Date,High,Low,Open,Close,Volume,Adj Close
2013-12-02,39.19499969482422,38.400001525878906,38.8849983215332,38.470001220703125,983000.0,34.31003189086914
2013-12-03,38.474998474121094,37.439998626708984,38.474998474121094,37.92499923706055,1484200.0,33.82396697998047
2013-12-04,37.75,36.6150016784668,37.5,37.290000915527344,1356200.0,33.25762939453125
2013-12-05,37.5,36.48500061035156,37.275001525878906,37.209999084472656,1604600.0,33.186275482177734
2013-12-06,36.869998931884766,35.67499923706055,36.415000915527344,36.755001068115234,2282200.0,32.780479431152344
2013-12-09,37.48500061035156,36.79999923706055,36.939998626708984,37.349998474121094,2147400.0,33.31114959716797
2013-12-10,37.665000915527344,36.90999984741211,37.28499984741211,37.01499938964844,2232400.0,33.01237106323242
2013-12-11,37.220001220703125,36.66999816894531,37.1349983215332,36.73500061035156,1749200.0,32.762638092041016
2013-12-12,36.54999923706055,36.04999923706055,36.5,36.154998779296875,1814800.0,32.24535369873047
2013-12-13,36.494998931884766,35.88999938964844,36.310001373291016,36.1150016784668,1392600.0,32.209686279296875
2013-12-16,36.59000015258789,35.79499816894531,36.4900016784668,36.125,1203000.0,32.218605041503906
2013-12-17,36.275001525878906,35.21500015258789,36.21500015258789,35.34000015258789,1312400.0,31.518482208251953
2013-12-18,35.55500030517578,34.80500030517578,35.48500061035156,35.35499954223633,3635400.0,31.531877517700195
2013-12-19,35.790000915527344,35.150001525878906,35.560001373291016,35.28499984741211,1555400.0,31.469444274902344
2013-12-20,37.150001525878906,35.244998931884766,35.505001068115234,36.75,5830800.0,32.77602005004883
2013-12-23,36.959999084472656,35.75,36.755001068115234,36.165000915527344,1926400.0,32.2542839050293
2013-12-24,36.665000915527344,36.1150016784668,36.14500045776367,36.56999969482422,506000.0,32.61549377441406
2013-12-26,36.75,36.3650016784668,36.665000915527344,36.40999984741211,1002600.0,32.4727783203125
2013-12-27,36.61000061035156,35.625,36.54999923706055,36.005001068115234,972600.0,32.11157989501953
2013-12-30,36.220001220703125,35.79999923706055,36.005001068115234,36.02000045776367,686600.0,32.12497329711914
2013-12-31,36.775001525878906,36.13999938964844,36.224998474121094,36.685001373291016,1161000.0,32.718055725097656
2014-01-02,36.96500015258789,36.275001525878906,36.665000915527344,36.59000015258789,900200.0,32.63331604003906
2014-01-03,37.45500183105469,36.92499923706055,37.14500045776367,37.2599983215332,1615200.0,33.230873107910156
2014-01-06,37.79999923706055,36.92499923706055,37.630001068115234,37.01499938964844,1437200.0,33.01237106323242
2014-01-07,37.40999984741211,36.724998474121094,37.20000076293945,36.994998931884766,1223600.0,32.9945182800293
2014-01-08,37.935001373291016,36.88999938964844,36.93000030517578,37.900001525878906,1672600.0,33.80166244506836
2014-01-09,40.099998474121094,38.255001068115234,38.255001068115234,38.69499969482422,2613600.0,34.51069641113281
2014-01-10,39.744998931884766,38.5,38.56999969482422,39.540000915527344,1499400.0,35.26432418823242
2014-01-13,39.845001220703125,38.369998931884766,39.72999954223633,38.724998474121094,1523600.0,34.53745651245117
2014-01-14,39.7400016784668,38.7400016784668,38.88999938964844,39.689998626708984,1403200.0,35.398101806640625
2014-01-15,39.82500076293945,39.0099983215332,39.685001373291016,39.3650016784668,1523600.0,35.108253479003906
2014-01-16,39.82500076293945,39.1349983215332,39.279998779296875,39.584999084472656,802200.0,35.3044548034668
2014-01-17,39.82500076293945,39.17499923706055,39.64500045776367,39.255001068115234,1021400.0,35.010135650634766
2014-01-21,40.59000015258789,39.64500045776367,39.8849983215332,40.029998779296875,2652000.0,35.70133972167969
2014-01-22,40.970001220703125,40.025001525878906,40.064998626708984,40.935001373291016,2288800.0,36.508480072021484
2014-01-23,41.0,39.529998779296875,41.0,40.67499923706055,2202600.0,36.27658462524414
2014-01-24,41.040000915527344,39.6349983215332,40.5,39.82500076293945,2201600.0,35.518516540527344
2014-01-27,40.02000045776367,38.220001220703125,39.814998626708984,39.400001525878906,1733200.0,35.13946533203125
2014-01-28,40.40999984741211,39.29999923706055,39.29999923706055,39.76499938964844,1393400.0,35.46499252319336
2014-01-29,39.814998626708984,38.209999084472656,39.290000915527344,38.369998931884766,1200400.0,34.22084426879883
2014-01-30,39.28499984741211,38.435001373291016,38.85499954223633,38.939998626708984,756600.0,34.72920608520508
2014-01-31,40.0,39.04999923706055,39.27000045776367,39.53499984741211,1762600.0,35.25987243652344
2014-02-03,39.48500061035156,37.33000183105469,39.29999923706055,37.345001220703125,2608400.0,33.30668258666992
2014-02-04,37.95500183105469,36.310001373291016,37.17499923706055,37.810001373291016,2251600.0,33.721397399902344
2014-02-05,37.90999984741211,37.22999954223633,37.56999969482422,37.54999923706055,1373400.0,33.48951721191406
2014-02-06,38.77000045776367,37.584999084472656,37.584999084472656,38.16999816894531,1637800.0,34.042476654052734
