Date,AAPL,AXP,NKE,CVX,JNJ,F,ALK
2002-10-01,0.899662435054779,22.023571014404297,2.1246967315673833,17.84221649169922,34.91182327270508,5.888999938964844,4.024000167846681
2002-10-02,0.8785813450813293,21.059297561645508,2.106127977371216,17.716026306152344,36.152042388916016,5.549936771392822,3.790406227111816
2002-10-03,0.8866417407989502,20.222312927246094,2.054329872131348,17.899127960205078,35.95360565185547,5.448812007904053,3.6625897884368896
2002-10-04,0.8699009418487549,19.257104873657227,2.0494427680969243,17.542827606201172,35.314903259277344,5.151387691497803,3.5259587764739986
2002-10-07,0.853780210018158,17.954391479492188,1.952687740325928,17.443851470947266,35.159873962402344,5.056212902069092,3.473069906234741
2002-10-08,0.8482000827789307,19.16935539245605,1.9551314115524288,17.221168518066403,36.269866943359375,4.610074520111084,3.5325701236724854
2002-10-09,0.8426195979118347,18.44713592529297,1.921413779258728,16.93662452697754,34.84981155395508,4.253166198730469,3.1094548702239986
2002-10-10,0.8748608827590942,19.77683448791504,1.9463361501693728,17.641796112060547,35.22188186645508,4.520848274230957,3.1843807697296143
2002-10-11,0.899662435054779,20.836557388305664,2.0455334186553955,17.8100528717041,35.159873962402344,4.949140548706055,3.47527289390564
2002-10-14,0.9157830476760864,20.991796493530273,2.0807175636291504,17.975826263427734,35.8605842590332,4.717148303985597,3.5215511322021484
2002-10-15,0.9399641156196594,22.76023292541504,2.196530103683472,18.391511917114254,36.93337631225586,5.276305198669434,3.8675353527069087
2002-10-16,0.902762532234192,21.734277725219727,2.1051499843597408,18.21089172363281,36.52409362792969,4.913449764251709,3.6119039058685294
2002-10-17,0.8748608827590942,23.01672744750977,2.1745407581329346,18.384090423583984,37.33023071289063,5.050262451171875,3.8653316497802734
2002-10-18,0.8891218304634094,22.81423759460449,2.123231172561645,18.532541275024414,36.80314254760742,4.913449764251709,3.75514554977417
2002-10-21,0.902762532234192,23.246225357055664,2.2253613471984863,18.4162540435791,37.894527435302734,5.680802345275879,4.041630268096924
2002-10-22,0.9114428162574768,23.036975860595703,2.2136330604553223,17.753145217895508,37.09459686279297,5.591575622558594,3.8873691558837886
2002-10-23,0.9226035475730896,22.746736526489254,2.210701704025269,18.062429428100586,35.93500518798828,5.454760551452637,4.687321662902832
2002-10-24,0.9108228087425232,21.977264404296875,2.228292226791382,18.14903259277344,35.78618240356445,5.270357608795166,4.749023914337158
2002-10-25,0.9560850262641908,22.36199951171875,2.296215534210205,18.119340896606445,35.817176818847656,5.187079906463623,4.859210968017578
2002-10-28,0.9678654670715332,23.11797523498535,2.28253436088562,18.2059383392334,35.51332473754883,5.2227702140808105,4.8151373863220215
2002-10-29,0.9573249816894532,23.57695770263672,2.261033535003662,17.35725212097168,34.88082504272461,4.96698522567749,4.7908968925476065
2002-10-30,0.9908066391944884,24.38693809509277,2.301591396331787,17.666542053222656,35.53192901611328,5.069335460662842,4.837174415588379
2002-10-31,0.9963871240615844,24.548933029174805,2.305990695953369,16.733726501464847,36.43109130859375,5.0934181213378915,4.76885986328125
2002-11-01,1.0143678188323977,24.467927932739254,2.318695068359375,17.035591125488278,36.33187484741211,5.0753560066223145,4.938546180725098
2002-11-04,1.0472292900085451,25.331905364990234,2.3138084411621094,16.810430526733402,36.40627670288086,5.153623580932617,4.98041582107544
2002-11-05,1.0478490591049194,24.704164505004886,2.253703355789185,17.146936416625973,37.13800811767578,5.358322620391847,4.92752742767334
2002-11-06,1.0676902532577517,24.85942459106445,2.209723711013794,17.112295150756836,37.373634338378906,5.629249095916748,5.227233409881592
2002-11-07,0.9920467734336852,23.961700439453125,2.176494598388672,16.701560974121097,37.13800811767578,5.298117160797119,5.156713962554932
2002-11-08,0.9821261167526244,23.99544715881348,2.150594472885132,16.701560974121097,37.373634338378906,5.261993885040283,5.053139686584473
2002-11-11,0.9399641156196594,23.72545623779297,2.0934228897094727,16.622383117675778,37.20623016357422,5.117499828338623,4.826155185699463
2002-11-12,0.9697257280349731,23.66470718383789,2.1427774429321294,16.627328872680664,37.21860885620117,5.195765495300293,4.879045486450195
2002-11-13,0.966625452041626,23.75920867919922,2.131538391113281,16.454130172729492,37.16281127929688,5.129541873931885,4.883452892303467
2002-11-14,1.010647535324097,24.94040679931641,2.210211992263794,16.98490333557129,37.491458892822266,5.298117160797119,4.936340808868408
2002-11-15,0.9889464378356934,25.41290283203125,2.226338624954224,17.073373794555664,37.426116943359375,5.207806587219238,4.925324440002441
2002-11-18,0.9703455567359924,24.798673629760746,2.213144063949585,17.136566162109375,36.76036071777344,5.298117160797119,4.95837926864624
